wrinvstg_no,fire_type_nm,buld_srtfrm,buld_strctr,buld_srtrf,buld_strct_dong_cnt,ground_nof,bstory_cnt,totar,bottom_area,buld_sttus_nm,dth_cnt,injpsn_cnt,dth_hnl_dmge_cnt,prprty_dmge_amt,fire_ocrn_yr,season_se_nm,qtr_se,fire_ocrn_ymd,fire_ocrn_tm,fire_ocrn_mnth,fire_ocrn_day,fire_ocrn_hour,fire_ocrn_min,daywk,frstt_nm,ward_nm,lfdau_nm,dsp_reqre_time,fire_supesn_time,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,gis_x_axis,gis_y_axis,longitude,la,spt_frstt_dist,spt_safe_cnter_dist,spt_lfdau_dist,ign_htsrc_nm,ign_htsrc_sclas_nm,ign_fctr_lclas_nm,ign_fctr_sclas_nm,frst_igobj_lclas_nm,frst_igobj_sclas_nm,ign_mhrls_lclas_nm,ign_mhrls_sclas_nm,cmbs_expobj_lclas_nm,cmbs_expobj_sclas_nm,fclty_place_lclas_nm,fclty_place_mclas_nm,fclty_place_sclas_nm,ign_floor_nm,soot_area,fio_join_trgt_yn,frmng_trgt_yn,mub_yn,emrg_crg_oper_yn,vhcle_place,vhcle_ign_bhf,fld_fire_se,fld_fire_ign_bhf,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,time_unit
221119091008191,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,640.650000,205.120000,사용중,0,0,0,55,2022,겨울,1,20221119,083200,11,19,08,32,토요일,관악소방서,신림119안전센터,,000403,000200,서울특별시,관악구,신림동,도시,동,194274.410000,194274.410000,126.935264000,37.482825000,3.00,1.60,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,9.2,,3.1,70,67,,2000
221119120100299,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,471.220000,141.520000,사용중,0,0,0,125,2022,겨울,1,20221119,103200,11,19,10,32,토요일,강동소방서,천호119안전센터,,000351,001215,서울특별시,강동구,천호동,도시,동,211867.760000,211867.760000,127.134289000,37.543176000,2.00,1.00,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,목재/ 합판,,,,,주거,단독주택,다중주택,,0.000000,N,N,N,N,,,,,13.4,,2.7,70,55,,2000
221119163636458,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,2,2786.380000,295.380000,사용중,0,0,0,5176,2022,겨울,1,20221119,131400,11,19,13,14,토요일,중부소방서,충무로119안전센터,,000257,001335,서울특별시,중구,충무로2가,도시,동,199139.700000,199139.700000,126.990262000,37.561860000,2.30,0.90,0.00,미상,미상,미상,미상,미상,미상,계절용 기기,기타(계절용기기),,,판매/업무시설,일반업무,일반빌딩,,12.000000,N,N,N,N,,,,,17.4,,3.3,90,44,,2000
221119163612617,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,25,1,14965.000000,575.000000,사용중,0,0,0,9,2022,겨울,1,20221119,151100,11,19,15,11,토요일,동대문소방서,전농119안전센터,,000452,001207,서울특별시,동대문구,전농동,도시,동,205346.636400,205346.636400,127.060527000,37.577224000,3.00,1.50,0.00,불꽃/ 불티,기타(불꽃/불티),부주의,음식물 조리중,종이/목재/건초등,종이,,,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,18.9,,2.1,90,38,,2000
221119170617722,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,648.120000,62.000000,사용중,0,0,0,1901,2022,겨울,1,20221119,152600,11,19,15,26,토요일,영등포소방서,영등포119안전센터,,000455,001819,서울특별시,영등포구,도림동,도시,동,191049.570000,191049.570000,126.898765000,37.511021000,2.40,3.00,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,불씨/불꽃/화원방치,기타,기타,,,간판/차양막등,차양막,생활서비스,음식점,한식,,3.000000,N,N,N,N,,,,,18.9,,2.1,90,38,,2000
221119225337527,건축/구조물,양식(옥),벽돌조,슬라브가,1,1,1,245.880000,0.000000,사용중,0,0,0,101,2022,겨울,1,20221119,203200,11,19,20,32,토요일,금천소방서,금천119안전센터,,000330,002427,서울특별시,금천구,독산동,도시,동,190969.386000,190969.386000,126.897909000,37.473481000,1.60,1.60,0.00,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,가연물 근접방치,기타,기타,,,,,생활서비스,음식점,한식,,0.000000,N,N,N,N,,,,,13.8,,1.7,20,51,,2000
221119224958213,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,15,1,51372.300000,695.040000,사용중,0,0,0,11,2022,겨울,1,20221119,214400,11,19,21,44,토요일,도봉소방서,방학119안전센터,,000307,000000,서울특별시,도봉구,쌍문동,도시,동,202985.230000,202985.230000,127.033831000,37.657804000,2.80,1.50,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,12.9,,1.2,70,52,,2000
221119234237743,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,437.430000,127.480000,사용중,0,0,0,398,2022,겨울,1,20221119,220800,11,19,22,08,토요일,서초소방서,방배119안전센터,,000408,000735,서울특별시,서초구,방배동,도시,동,199728.670000,199728.670000,126.996944000,37.485445000,2.80,2.40,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,다가구주택,,5.000000,N,N,N,N,,,,,12.4,,1.3,20,56,,2000
221119235448180,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,1225.080000,310.620000,사용중,0,0,0,941,2022,겨울,1,20221119,222600,11,19,22,26,토요일,노원소방서,공릉119안전센터,,000039,001309,서울특별시,노원구,공릉동,도시,동,206701.325600,206701.325600,127.075916000,37.630146000,1.50,4.20,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,튀김유,,,,,생활서비스,음식점,한식,,10.000000,N,Y,N,N,,,,,12.4,,1.3,20,56,,2000
221120045921114,건축/구조물,양식(옥),기타 조,시멘트기와,,1,0,99.840000,99.840000,사용중,0,0,0,4318,2022,겨울,1,20221120,002600,11,20,00,26,일요일,구로소방서,공단119안전센터,,000350,004123,서울특별시,구로구,구로동,도시,동,190216.310000,190216.310000,126.889376000,37.486322000,4.10,1.20,0.00,미상,미상,미상,미상,미상,미상,,,,,주거,단독주택,단독주택,,0.000000,N,N,N,N,,,,,11.2,,1.8,360,62,,2000
221120024859985,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,8,1,488.320000,76.400000,사용중,0,0,0,11,2022,겨울,1,20221120,020700,11,20,02,07,일요일,관악소방서,신림119안전센터,,000316,000745,서울특별시,관악구,신림동,도시,동,194148.610000,194148.610000,126.933839000,37.485249000,2.20,0.80,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,,0.000000,N,Y,N,N,,,,,11.2,,2.3,20,66,,2000
221120041700922,자동차/철도차량,,,,,,,,,,0,0,0,12,2022,겨울,1,20221120,023800,11,20,02,38,일요일,마포소방서,신수119안전센터,,000200,000630,서울특별시,마포구,용강동,도시,동,194503.559500,194503.559500,126.937804000,37.543901000,1.10,1.00,0.00,마찰/ 전도/ 복사,기타(마찰/전도/복사),부주의,가연물 근접방치,침구/직물류,부직포,,,,,자동차/철도차량,건설기계,덤프트럭,,,N,N,N,N,일반도로,적재함,,,11.2,,2.3,20,66,,2000
221120071113165,건축/구조물,양식(옥),벽돌조,시멘트기와,1,2,0,82.490000,61.370000,사용중,0,0,0,225,2022,겨울,1,20221120,051800,11,20,05,18,일요일,금천소방서,금천119안전센터,,000622,001714,서울특별시,금천구,가산동,도시,동,189827.890000,189827.890000,126.884990000,37.482459000,2.70,2.70,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,생활서비스,음식점,중식,,2.000000,N,N,N,N,,,,,10.8,,1.8,50,67,,2000
221120112446551,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,31,5,3713842.000000,168438.000000,사용중,0,0,0,1065,2022,겨울,1,20221120,075900,11,20,07,59,일요일,마포소방서,공덕119안전센터,,000430,002900,서울특별시,마포구,신공덕동,도시,동,195812.963300,195812.963300,126.952621000,37.542782000,2.00,1.30,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,아파트,,5.000000,N,N,N,N,,,,,9.7,,1.9,50,73,,2000
221120130907802,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1690.570000,0.000000,사용중,0,0,0,144,2022,겨울,1,20221120,093000,11,20,09,30,일요일,서초소방서,우면119안전센터,,000514,000300,서울특별시,서초구,서초동,도시,동,200886.040000,200886.040000,127.010017000,37.481573000,4.50,2.30,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,주거,공동주택,다세대주택,,1.000000,N,N,N,N,,,,,11.5,,2.6,50,68,,2000
221120133831835,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,,34.350000,34.350000,사용중,0,0,0,709,2022,겨울,1,20221120,100600,11,20,10,06,일요일,종로소방서,종로119안전센터,,000127,000730,서울특별시,종로구,익선동,도시,동,199174.890000,199174.890000,126.990659000,37.573325000,0.70,0.30,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,기타 음식점,,2.000000,N,N,N,N,,,,,14.0,,2.0,70,62,,2000
221120202025753,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,429.080000,121.290000,사용중,0,0,0,64,2022,겨울,1,20221120,103100,11,20,10,31,일요일,관악소방서,신림119안전센터,,000322,000348,서울특별시,관악구,신림동,도시,동,193728.070000,193728.070000,126.929085000,37.484376000,4.80,1.00,0.00,담뱃불/ 라이터불,라이터불/ 성냥불,방화,방화,가구,소파,,,,,생활서비스,위락시설,유흥주점,,0.000000,N,N,N,N,,,,,14.0,,2.0,70,62,,2000
221120113907918,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,474.150000,70.860000,사용중,0,0,0,20,2022,겨울,1,20221120,103300,11,20,10,33,일요일,서대문소방서,홍은119안전센터,,000433,000113,서울특별시,서대문구,홍제동,도시,동,195117.970000,195117.970000,126.944738000,37.586314000,3.20,1.80,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,빨래삶기,침구/직물류,행주/ 기름걸레,,,,,주거,공동주택,아파트,,0.000000,N,N,N,N,,,,,14.0,,2.0,70,62,,2000
221120133727075,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,274.560000,92.400000,사용중,0,0,0,28,2022,겨울,1,20221120,112900,11,20,11,29,일요일,서초소방서,서초119안전센터,,000130,001300,서울특별시,서초구,서초동,도시,동,202733.500000,202733.500000,127.030888000,37.487646000,6.80,1.00,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,15.8,,2.3,70,56,,2000
221120134431210,기타(쓰레기 화재등),,,,,,,,,,0,0,0,108,2022,겨울,1,20221120,122400,11,20,12,24,일요일,중부소방서,을지로119안전센터,,000241,000324,서울특별시,중구,광희동1가,도시,동,200607.100000,200607.100000,127.006871000,37.565369000,0.90,0.60,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,17.4,,1.7,50,53,,2000
221120204406964,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,9,1,1276.050000,136.250000,사용중,0,0,0,47,2022,겨울,1,20221120,123000,11,20,12,30,일요일,관악소방서,관악119안전센터,,000346,000604,서울특별시,관악구,남현동,도시,동,198253.809600,198253.809600,126.980279000,37.474760000,4.10,4.10,0.00,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,콘센트/ 스위치류,,,,,판매/업무시설,일반업무,오피스텔,,0.000000,N,N,N,N,,,,,17.4,,1.7,50,53,,2000
221120211322454,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,478.700000,108.200000,사용중,0,0,0,9,2022,겨울,1,20221120,135500,11,20,13,55,일요일,관악소방서,관악119안전센터,,000506,000052,서울특별시,관악구,봉천동,도시,동,194755.650000,194755.650000,126.940718000,37.478668000,1.80,1.80,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다중주택,,0.000000,N,N,N,N,,,,,18.9,,1.0,270,44,,2000
221120164157280,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,332.220000,96.040000,사용중,0,0,0,3038,2022,겨울,1,20221120,142600,11,20,14,26,일요일,강동소방서,성내119안전센터,,000229,001821,서울특별시,강동구,성내동,도시,동,210893.010000,210893.010000,127.123239000,37.530882000,0.40,0.40,0.00,미상,미상,미상,미상,미상,미상,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),,19.000000,N,N,N,N,,,,,19.2,,2.3,320,41,,2000
221120212604039,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,20,2,8808565.000000,512.100000,사용중,0,0,0,39,2022,겨울,1,20221120,145700,11,20,14,57,일요일,관악소방서,난곡119안전센터,,000452,000650,서울특별시,관악구,신림동,도시,동,193067.646400,193067.646400,126.921645000,37.458714000,5.30,1.40,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,아파트,,0.000000,N,N,N,N,,,,,19.2,,2.3,320,41,,2000
221120201623968,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,5,0,252.730000,55.260000,사용중,0,0,0,214,2022,겨울,1,20221120,182800,11,20,18,28,일요일,도봉소방서,창동119안전센터,,000500,001600,서울특별시,도봉구,창동,도시,동,203338.160600,203338.160600,127.037821000,37.639802000,3.10,1.50,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기타(부주의),침구/직물류,기타(침구/직물류),,,,,판매/업무시설,일반업무,오피스텔,,1.000000,N,N,N,N,,,,,15.8,,1.7,290,48,,2000
221120203615206,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,1,,0.000000,0.000000,사용중,0,0,0,165,2022,겨울,1,20221120,192800,11,20,19,28,일요일,종로소방서,숭인119안전센터,,000141,002604,서울특별시,종로구,숭인동,도시,동,201943.550000,201943.550000,127.022001000,37.574140000,0.00,0.00,0.00,불꽃/ 불티,기타(불꽃/불티),기계적 요인,과열/ 과부하,전기/전자,작동장치(모터/ 히터/ 램프 등),,,,,기타서비스,기타건축물,기타 건축물,,0.000000,N,N,N,N,,,,,14.5,,0.9,230,51,,2000
221121004240601,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,10,2,8975.430000,1725.700000,사용중,0,0,0,475,2022,겨울,1,20221120,215400,11,20,21,54,일요일,강북소방서,번동119안전센터,,000210,004109,서울특별시,강북구,수유동,도시,동,202198.590000,202198.590000,127.024909000,37.638906000,1.50,1.50,0.00,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,위험물등,기타 제4류 위험물,주방기기,튀김기,,,생활서비스,음식점,호프집,,0.000000,N,Y,Y,N,,,,,13.1,,0.4,0,57,,2000
221121050457362,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,2,31644.930000,6510.030000,사용중,0,0,0,168,2022,겨울,1,20221121,011600,11,21,01,16,월요일,강서소방서,개화119안전센터,,000430,010600,서울특별시,강서구,공항동,도시,동,183616.664800,183616.664800,126.808127000,37.555917000,5.80,1.30,0.00,마찰/ 전도/ 복사,기타(마찰/전도/복사),부주의,음식물 조리중,식품,음식물,,,,,산업시설,창고시설,창고/ 물품저장소,,0.000000,N,Y,N,N,,,,,10.6,,1.6,270,67,,2000
221121070802660,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,21,1,10908.210000,649.190000,사용중,0,0,0,190,2022,겨울,1,20221121,055300,11,21,05,53,월요일,도봉소방서,도봉119안전센터,,000422,000700,서울특별시,도봉구,도봉동,도시,동,204146.492300,204146.492300,127.046904000,37.681515000,2.20,1.20,0.00,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,침구/직물류,기타(침구/직물류),,,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,9.6,,0.4,0,74,,2000
221121091627699,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,328.520000,113.970000,사용중,0,0,0,130,2022,겨울,1,20221121,074700,11,21,07,47,월요일,노원소방서,공릉119안전센터,,000314,000000,서울특별시,노원구,공릉동,도시,동,208112.977700,208112.977700,127.091938000,37.625935000,2.90,1.40,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전자기기 부속품,,,,,주거,단독주택,단독주택,,1.000000,N,N,N,N,,,,,9.5,,1.7,20,75,,2000
221121111015037,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,24,0,10547.330000,553.000000,사용중,0,0,0,9,2022,겨울,1,20221121,102600,11,21,10,26,월요일,도봉소방서,방학119안전센터,,000235,000000,서울특별시,도봉구,창동,도시,동,203793.185000,203793.185000,127.043646000,37.657915000,1.20,1.20,0.00,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,아파트,,0.000000,N,Y,N,N,,,,,13.9,,1.1,180,64,,2000
221121151905356,임야,,,,,,,,,,0,0,0,176,2022,겨울,1,20221121,140700,11,21,14,07,월요일,종로소방서,신영119안전센터,,000509,001145,서울특별시,종로구,홍지동,도시,동,196150.360000,196150.360000,126.956466000,37.601825000,6.10,1.30,0.00,불꽃/ 불티,쓰레기/ 논밭두렁,부주의,쓰레기 소각,쓰레기류,쓰레기,,,,,임야,들불,기타 들불,,1.000000,N,N,N,N,,,기타 들불,평지,14.6,,2.3,320,56,,2000
221121172431915,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,326.460000,62.610000,사용중,0,0,0,1326,2022,겨울,1,20221121,162800,11,21,16,28,월요일,중부소방서,을지로119안전센터,,000337,001014,서울특별시,중구,을지로6가,도시,동,200580.090000,200580.090000,127.006582000,37.565985000,0.90,0.70,0.00,불꽃/ 불티,기타(불꽃/불티),부주의,음식물 조리중,식품,음식물,,,,,생활서비스,음식점,기타 음식점,,5.000000,N,N,N,N,,,,,14.7,,2.1,290,57,,1985
221121191609947,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,20,3,66644.750000,3970.200000,사용중,0,0,0,150,2022,겨울,1,20221121,164600,11,21,16,46,월요일,금천소방서,금천119안전센터,,000459,000000,서울특별시,금천구,가산동,도시,동,190093.150000,190093.150000,126.888012000,37.467610000,2.00,0.00,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,판매/업무시설,일반업무,일반빌딩,,0.000000,N,Y,N,N,,,,,14.7,,2.1,290,57,,1985
221121182336211,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,24,0,7816.160000,398.760000,사용중,0,1,1,214,2022,겨울,1,20221121,172500,11,21,17,25,월요일,중랑소방서,신내119안전센터,,000346,003858,서울특별시,중랑구,신내동,도시,동,208968.686400,208968.686400,127.101569000,37.605482000,1.60,1.60,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,유류 취급중,침구/직물류,이불(베개/시트),,,,,주거,공동주택,아파트,지상층,0.000000,N,Y,N,N,,,,,14.1,,1.5,270,62,,1749
221122012504257,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,2634.000000,494.000000,사용중,0,0,0,18,2022,겨울,1,20221122,004100,11,22,00,41,화요일,용산소방서,한강로119안전센터,,000118,000000,서울특별시,용산구,갈월동,도시,동,197695.110000,197695.110000,126.973918000,37.545507000,1.60,0.70,0.00,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,판매/업무시설,일반업무,오피스텔,,0.000000,N,Y,N,N,,,,,9.5,,0.5,140,82,,890
221122030415142,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,570.630000,113.420000,사용중,0,0,0,171,2022,겨울,1,20221122,020100,11,22,02,01,화요일,은평소방서,진관119안전센터,,000400,001000,서울특별시,은평구,대조동,도시,동,193528.400000,193528.400000,126.926705000,37.609729000,2.70,2.70,0.00,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,일반회사,,1.000000,N,N,N,N,,,,,8.9,,0.6,360,85,,714
221122054933213,건축/구조물,양식(옥),기타 조,슬라브가,1,2,1,190.050000,118.550000,사용중,0,1,1,21502,2022,겨울,1,20221122,023800,11,22,02,38,화요일,영등포소방서,당산119안전센터,,000451,005100,서울특별시,영등포구,당산동6가,도시,동,191400.550000,191400.550000,126.902696000,37.534139000,2.60,0.50,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,횟집,지상층,0.000000,N,N,N,N,,,,,8.9,,0.6,360,85,,714
221122121738202,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,1408.360000,243.960000,사용중,0,0,0,493,2022,겨울,1,20221122,101500,11,22,10,15,화요일,관악소방서,난곡119안전센터,,000410,003220,서울특별시,관악구,신림동,도시,동,192173.210000,192173.210000,126.911451000,37.485738000,5.20,1.50,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,판매/업무시설,일반업무,오피스텔,,2.000000,N,N,N,N,,,,,10.3,,3.9,50,75,,869
221122150730096,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,165.330000,55.110000,사용중,0,0,0,1383,2022,겨울,1,20221122,130400,11,22,13,04,화요일,영등포소방서,신길119안전센터,,000823,000000,서울특별시,영등포구,신길동,도시,동,192291.270000,192291.270000,126.912832000,37.508359000,2.20,1.60,0.00,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,배선/배선기구,콘센트,종이/목재/건초등,종이,주거,단독주택,단독주택,,11.000000,N,N,N,N,,,,,13.1,,2.6,50,56,,1569
221122145302362,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,431.110000,228.940000,사용중,0,0,0,392,2022,겨울,1,20221122,132300,11,22,13,23,화요일,강동소방서,암사119안전센터,,000355,000930,서울특별시,강동구,암사동,도시,동,212214.613800,212214.613800,127.138245000,37.559962000,3.50,1.50,0.00,불꽃/ 불티,기타(불꽃/불티),부주의,기타(부주의),합성수지,기타(합성수지),,,합성수지,기타(합성수지),주거,단독주택,단독주택,,0.000000,N,N,N,N,,,,,13.1,,2.6,50,56,,1569
221122164851159,건축/구조물,양식(옥),벽돌조,슬라브가,,2,1,354.820000,140.200000,사용중,0,0,0,52,2022,겨울,1,20221122,152700,11,22,15,27,화요일,은평소방서,진관119안전센터,,000500,000400,서울특별시,은평구,불광동,도시,동,194093.280000,194093.280000,126.933094000,37.619072000,2.60,2.60,0.00,작동기기,역화,기계적 요인,오일/연료누설,기타,기타,,,,,주거,단독주택,다가구주택,,0.000000,N,N,N,N,,,,,13.7,,1.6,50,51,,2000
221122180900313,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,16,5,59372.060000,2298.460000,사용중,0,0,0,284,2022,겨울,1,20221122,162600,11,22,16,26,화요일,마포소방서,염리119안전센터,,000110,001100,서울특별시,마포구,도화동,도시,동,195374.799200,195374.799200,126.947895000,37.542219000,2.00,0.30,0.00,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전선피복,계절용 기기,냉난방기,,,판매/업무시설,일반업무,일반빌딩,,0.000000,N,Y,N,N,,,,,13.4,,2.3,20,49,,2000
221122200513861,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,659.320000,122.040000,사용중,0,0,0,249,2022,겨울,1,20221122,175300,11,22,17,53,화요일,마포소방서,성산119안전센터,,000430,000000,서울특별시,마포구,망원동,도시,동,191558.950000,191558.950000,126.904455000,37.558686000,4.10,3.20,0.00,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전기/ 전자기기 내부배선,배선/배선기구,콘센트,,,생활서비스,일상서비스,이미용실,,0.000000,N,N,N,N,,,,,12.9,,1.6,50,50,,2000
221122204203380,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,329.370000,98.190000,사용중,0,0,0,281,2022,겨울,1,20221122,184900,11,22,18,49,화요일,영등포소방서,대림119안전센터,,000326,001353,서울특별시,영등포구,신길동,도시,동,192871.550000,192871.550000,126.919383000,37.501066000,3.20,1.40,0.00,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,기타,기타,,,,,주거,단독주택,다중주택,,0.000000,N,N,N,N,,,,,12.5,,1.7,360,51,,2000
221122215738527,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,460.210000,115.300000,기타 공사중,0,0,0,38,2022,겨울,1,20221122,190700,11,22,19,07,화요일,강남소방서,개포119안전센터,,000157,001502,서울특별시,강남구,개포동,도시,동,204509.980000,204509.980000,127.050994000,37.473510000,6.40,0.30,0.00,화학적 발화열,화학반응열,화학적 요인,자연발화,침구/직물류,행주/ 기름걸레,,,,,교육시설,연구/학원,기타 연구/학원,,0.000000,N,N,N,N,,,,,12.3,,1.2,250,57,,1967
221122231239385,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,878.020000,154.230000,사용중,0,0,0,174,2022,겨울,1,20221122,201900,11,22,20,19,화요일,강남소방서,영동119안전센터,,000207,000000,서울특별시,강남구,신사동,도시,동,203491.620000,203491.620000,127.039499000,37.525203000,3.90,0.50,0.00,작동기기,기기 전도/복사열/기기발열,기계적 요인,기타(기계적요인),기타,기타,,,,,판매/업무시설,일반업무,기타 일반업무시설,,0.000000,N,N,N,N,,,,,12.0,,1.4,270,65,,1150
221122231312974,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,639.450000,130.970000,사용중,0,0,0,100,2022,겨울,1,20221122,202100,11,22,20,21,화요일,성북소방서,돈암119안전센터,,000210,001200,서울특별시,성북구,보문동7가,도시,동,201971.270000,201971.270000,127.022316000,37.579397000,3.40,0.50,0.00,미상,미상,미상,미상,침구/직물류,기타(침구/직물류),,,,,생활서비스,일상서비스,고시원(원룸텔),,2.000000,N,N,Y,N,,,,,12.0,,1.4,270,65,,1150
221124195224265,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,655.560000,48.780000,사용중,0,0,0,228,2022,겨울,1,20221122,222600,11,22,22,26,화요일,영등포소방서,대림119안전센터,,000047,000018,서울특별시,영등포구,대림동,도시,동,191857.640000,191857.640000,126.907921000,37.497112000,3.20,0.80,0.00,작동기기,전기적 아크(단락),전기적 요인,반단선,전기/전자,전선피복,,,,,주거,공동주택,다세대주택,,0.000000,N,N,N,N,,,,,11.5,,0.7,270,65,,1108
